TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AccountHolderName,Gender,DOB,Account_Opening_Date,Age,TransactionCount,Status,MerchantType
TX000665,AC00133,245.67,2010-01-01,Credit,"Dhule , Maharashtra",D000097,3.77.114.6,Branch,24,Farmer,107,1,752.25,2024-11-04 08:07:45,Dekar,Male,1982-09-20,2009-07-13,42,,,Crop/Seed seller
TX001403,AC00133,447.95,2011-01-01,Debit,"Yavatmal, Maharashtra",D000442,19.20.13.234,Branch,29,Labour,75,1,7544.4,2024-11-04 08:09:20,Kashree,Female,1994-11-08,2009-06-12,30,,,Migration Help
TX000886,AC00133,11.46,2012-01-01,Credit,"Nandurbar , Maharashtra",D000315,13.188.62.74,Online,41,Farmer,128,1,2356.71,2024-11-04 08:09:16,Suvani,Female,1967-04-20,2009-06-01,58,,,Crop/Seed seller
TX002203,AC00133,240.03,2012-12-31,Debit,"Parbhani , Maharashtra",D000575,211.45.75.44,Online,33,Labour,31,1,7807.73,2024-11-04 08:09:41,Moshree,Female,1989-10-09,2009-06-04,35,,,Migration Help
TX001678,AC00133,88.06,2013-12-31,Credit,"Gadchiroli , Maharashtra",D000515,35.220.238.127,Online,18,Farmer,288,1,1779.85,2024-11-04 08:09:03,Viesh,Male,1946-01-21,2009-05-04,79,,,Crop/Seed seller
TX000895,AC00133,110.08,2014-12-31,Debit,"Buldhana , Maharashtra",D000560,207.157.126.125,Branch,19,Farmer,95,1,1447.26,2024-11-04 08:08:19,Vivani,Female,1972-11-05,2009-03-28,52,,,Crop/Seed seller
TX000281,AC00133,255.04,2015-12-31,Debit,"Washim , Maharashtra",D000206,98.39.212.221,ATM,45,Labour,152,1,6217.86,2024-11-04 08:11:38,Mepriya,Female,1972-09-09,2009-01-13,52,,,Migration Help
TX000009,AC00135,106.23,2010-01-01,Credit,"Wardha , Maharashtra",D000690,24.148.92.177,Branch,51,Labour,86,1,9095.14,2024-11-04 08:11:14,Anmita,Female,1958-10-08,2009-10-24,66,,,Migration Help
TX000388,AC00135,39.66,2011-01-01,Debit,"Wardha , Maharashtra",D000680,200.136.146.93,Branch,52,Labour,169,1,8497.34,2024-11-04 08:07:20,Sapal,Male,1993-01-24,2009-09-04,32,,,Migration Help
TX001362,AC00136,61.98,2010-01-01,Debit,"Washim , Maharashtra",D000376,20.147.6.179,Online,49,Farmer,44,1,5212.28,2024-11-04 08:08:55,Moveer,Male,2000-11-06,2009-07-30,24,,,Crop/Seed seller
TX001842,AC00136,684.96,2011-01-01,Debit,"Dhule , Maharashtra",D000445,165.114.224.47,ATM,21,Labour,31,1,526.67,2024-11-04 08:07:05,Ropal,Male,1982-06-03,2009-06-25,43,,,Migration Help
TX000679,AC00136,642.68,2012-01-01,Debit,"Melghat , Maharashtra",D000269,56.116.189.0,Branch,50,Labour,94,1,8461.46,2024-11-04 08:08:38,Raan,Male,1986-05-13,2009-02-01,39,,,Migration Help
TX000410,AC00136,739.28,2012-12-31,Credit,"Hingoli , Maharashtra",D000576,20.147.6.179,Branch,58,Labour,47,1,11905.64,2024-11-04 08:11:13,Kaangi,Female,1985-04-19,2009-11-29,40,,,Migration Help
TX001312,AC00136,78.62,2013-12-31,Debit,"Washim , Maharashtra",D000521,80.90.35.146,Branch,32,Labour,52,1,1360.85,2024-11-04 08:08:12,Divani,Female,1948-09-14,2009-08-16,76,,,Migration Help
TX001262,AC00136,886.19,2014-12-31,Debit,"Wardha , Maharashtra",D000614,116.106.207.139,Branch,61,Retired,69,1,7904.24,2024-11-04 08:08:29,Bashree,Female,1948-09-23,2009-03-23,76,,,Kirana
TX000919,AC00136,132.33,2015-12-31,Credit,"Nandurbar , Maharashtra",D000437,88.55.149.101,ATM,35,Labour,47,1,7457.94,2024-11-04 08:08:40,Saan,Male,2003-04-23,2009-04-05,22,,,Migration Help
TX001416,AC00136,654.49,2016-12-30,Credit,"Washim , Maharashtra",D000380,167.104.180.235,Online,25,Labour,104,1,164.61,2024-11-04 08:08:39,Suvani,Female,1974-05-03,2009-11-03,51,,,Migration Help
TX001824,AC00137,31.39,2010-01-01,Debit,"Melghat , Maharashtra",D000214,186.57.149.225,ATM,20,Labour,15,1,998.49,2024-11-04 08:06:27,Dean,Male,2000-04-05,2009-06-26,25,,,Migration Help
TX002281,AC00137,333.67,2011-01-01,Debit,"Washim , Maharashtra",D000288,129.108.48.116,Online,36,Labour,68,1,9238.08,2024-11-04 08:08:44,Suangi,Female,1973-09-16,2009-01-02,51,,,Migration Help
TX000706,AC00137,12.11,2012-01-01,Debit,"Nandurbar , Maharashtra",D000577,57.141.198.111,Branch,75,Retired,127,1,1730.28,2024-11-04 08:07:10,Bakshi,Female,1977-06-08,2009-11-24,48,,,Kirana
TX002296,AC00138,61.4,2010-01-01,Debit,"Hingoli , Maharashtra",D000599,63.191.171.41,Branch,41,Labour,20,2,7892.87,2024-11-04 08:08:27,Lakshi,Female,2000-09-24,2009-09-06,24,,,Migration Help
TX001290,AC00138,355.0,2011-01-01,Credit,"Gadchiroli , Maharashtra",D000052,115.241.186.164,Online,26,Labour,33,1,185.47,2024-11-04 08:10:34,Anika,Female,1994-07-05,2009-08-12,31,,,Migration Help
TX002162,AC00139,10.15,2010-01-01,Debit,"Melghat , Maharashtra",D000531,55.139.104.163,ATM,59,Farmer,58,5,7155.04,2024-11-04 08:11:00,Depal,Male,1944-09-11,2009-05-31,80,,,Crop/Seed seller
TX000651,AC00139,119.61,2011-01-01,Debit,"Washim , Maharashtra",D000102,99.205.173.118,ATM,33,Farmer,53,1,9899.94,2024-11-04 08:07:28,Ladeep,Male,1951-05-17,2009-04-18,74,,,Crop/Seed seller
TX001085,AC00139,102.34,2012-01-01,Debit,"Wardha , Maharashtra",D000376,116.43.88.219,Online,51,Labour,78,1,9326.28,2024-11-04 08:09:36,Rojit,Male,1945-09-26,2009-11-03,79,,,Migration Help
TX002014,AC00139,510.7,2012-12-31,Credit,"Melghat , Maharashtra",D000167,156.96.135.18,Online,27,Labour,294,1,5828.48,2024-11-04 08:07:57,Sulata,Female,1950-09-06,2009-10-14,74,,,Migration Help
TX001522,AC00139,263.92,2013-12-31,Credit,"Gadchiroli , Maharashtra",D000568,32.240.176.64,Branch,57,Labour,233,1,4161.71,2024-11-04 08:10:43,Movani,Female,1945-09-13,2009-03-30,79,,,Migration Help
TX001575,AC00139,18.35,2014-12-31,Debit,"Dhule , Maharashtra",D000685,83.80.89.29,Branch,21,Labour,78,1,1293.39,2024-11-04 08:10:06,Videep,Male,1983-03-21,2009-05-13,42,,,Migration Help
TX002173,AC00139,345.86,2015-12-31,Debit,"Wardha , Maharashtra",D000448,96.162.11.85,ATM,51,Farmer,145,1,1504.64,2024-11-04 08:09:26,Movani,Female,1947-12-26,2009-06-06,77,,,Crop/Seed seller
TX000646,AC00139,50.83,2016-12-30,Credit,"Dhule , Maharashtra",D000421,190.164.160.79,Online,30,Labour,48,1,9553.42,2024-11-04 08:10:06,Lapal,Male,1944-02-13,2009-12-02,81,,,Migration Help
TX002448,AC00140,163.22,2010-01-01,Debit,"Parbhani , Maharashtra",D000193,186.54.68.246,Online,26,Farmer,217,1,1788.27,2024-11-04 08:07:56,Moika,Female,1990-11-28,2009-02-21,34,,,Crop/Seed seller
TX002105,AC00140,2.51,2011-01-01,Debit,"Nandurbar , Maharashtra",D000539,46.150.175.171,Online,63,Retired,32,1,4891.56,2024-11-04 08:11:22,Dikshi,Female,1967-07-27,2009-08-09,57,,,Kirana
TX000085,AC00140,154.71,2012-01-01,Debit,"Melghat , Maharashtra",D000494,167.104.180.235,Online,34,Farmer,157,1,1523.72,2024-11-04 08:09:42,Kalata,Female,1966-11-28,2009-07-03,58,,,Crop/Seed seller
TX001588,AC00140,241.45,2012-12-31,Debit,"Yavatmal, Maharashtra",D000435,133.63.96.21,Online,26,Farmer,158,1,1594.04,2024-11-04 08:08:42,Dimita,Female,1962-06-03,2009-03-28,63,,,Crop/Seed seller
TX002220,AC00140,152.42,2013-12-31,Debit,"Washim , Maharashtra",D000164,38.166.40.246,ATM,42,Labour,176,1,9141.79,2024-11-04 08:12:18,Saveer,Male,1989-02-10,2009-03-05,36,,,Migration Help
TX000332,AC00140,126.81,2014-12-31,Debit,"Gadchiroli , Maharashtra",D000693,57.232.212.116,Branch,26,Farmer,290,1,5427.98,2024-11-04 08:12:22,Lavani,Female,1979-04-01,2009-08-01,46,,,Crop/Seed seller
TX002295,AC00140,211.7,2015-12-31,Credit,"Washim , Maharashtra",D000157,59.127.135.25,Online,50,Labour,205,1,12272.78,2024-11-04 08:07:08,Annita,Female,1971-07-01,2009-11-18,54,,,Migration Help
TX001759,AC00141,148.26,2010-01-01,Debit,"Yavatmal, Maharashtra",D000389,4.105.134.118,ATM,25,Farmer,57,1,958.7,2024-11-04 08:12:13,Sajit,Male,1965-01-14,2009-02-24,60,,,Crop/Seed seller
TX000774,AC00141,61.97,2011-01-01,Debit,"Yavatmal, Maharashtra",D000487,10.223.224.50,ATM,74,Retired,95,1,7014.69,2024-11-04 08:10:47,Suesha,Female,2001-02-13,2009-10-13,24,,,Kirana
TX001398,AC00141,780.59,2012-01-01,Credit,"Dhule , Maharashtra",D000451,191.25.177.160,Online,23,Farmer,145,1,6513.34,2024-11-04 08:07:01,Lashree,Female,1971-10-05,2009-04-24,53,,,Crop/Seed seller
TX001628,AC00141,398.7,2012-12-31,Debit,"Melghat , Maharashtra",D000426,198.39.35.23,ATM,47,Labour,276,1,7987.74,2024-11-04 08:09:04,Mojit,Male,1960-01-13,2009-07-03,65,,,Migration Help
TX000336,AC00141,66.65,2013-12-31,Debit,"Dhule , Maharashtra",D000398,120.170.93.69,ATM,37,Farmer,33,1,3559.96,2024-11-04 08:11:00,Kalata,Female,1996-09-24,2009-10-24,28,,,Crop/Seed seller
TX001749,AC00142,504.12,2010-01-01,Credit,"Melghat , Maharashtra",D000248,104.80.232.55,Branch,25,Farmer,101,1,1107.28,2024-11-04 08:10:41,Shan,Male,1974-08-05,2009-04-30,50,,,Crop/Seed seller
TX001495,AC00142,25.58,2011-01-01,Debit,"Melghat , Maharashtra",D000083,194.29.57.163,ATM,60,Labour,166,1,6741.41,2024-11-04 08:06:29,Maan,Male,1982-12-17,2009-01-13,42,,,Migration Help
TX002198,AC00145,515.57,2010-01-01,Debit,"Washim , Maharashtra",D000196,147.227.81.224,ATM,27,Farmer,56,1,9269.67,2024-11-04 08:06:54,Mapal,Male,1951-07-19,2009-08-26,73,,,Crop/Seed seller
TX000749,AC00145,217.61,2011-01-01,Debit,"Dhule , Maharashtra",D000172,216.32.4.105,ATM,19,Farmer,45,1,1404.53,2024-11-04 08:10:08,Sulata,Female,1966-04-15,2009-07-05,59,,,Crop/Seed seller
TX002147,AC00145,97.63,2012-01-01,Credit,"Yavatmal, Maharashtra",D000236,101.90.40.193,Online,48,Labour,127,1,12467.31,2024-11-04 08:11:10,Mokshi,Female,2002-02-05,2009-03-13,23,,,Migration Help
TX000545,AC00145,377.12,2012-12-31,Debit,"Yavatmal, Maharashtra",D000321,112.56.160.202,ATM,34,Labour,61,1,836.67,2024-11-04 08:11:40,Baesha,Female,1995-10-10,2009-02-11,29,,,Migration Help
TX000401,AC00145,194.85,2013-12-31,Debit,"Dhule , Maharashtra",D000601,148.234.210.167,Online,23,Farmer,130,4,319.84,2024-11-04 08:08:01,Deesh,Male,2005-04-28,2009-02-04,20,,,Crop/Seed seller
TX000269,AC00147,270.72,2010-01-01,Credit,"Dhule , Maharashtra",D000508,26.240.219.199,Online,26,Labour,53,1,6263.96,2024-11-04 08:11:05,Diika,Female,1994-02-15,2009-05-10,31,,,Migration Help
TX001215,AC00147,50.75,2011-01-01,Debit,"Hingoli , Maharashtra",D000642,157.47.114.20,ATM,62,Retired,185,1,8271.47,2024-11-04 08:07:41,Majit,Male,1979-09-03,2009-09-28,45,,,Kirana
TX000980,AC00147,67.15,2012-01-01,Debit,"Parbhani , Maharashtra",D000661,191.91.45.159,Online,59,Farmer,14,1,9028.49,2024-11-04 08:10:53,Lanath,Male,1945-08-08,2009-01-16,79,,,Crop/Seed seller
TX000483,AC00148,366.21,2010-01-01,Debit,"Parbhani , Maharashtra",D000483,210.160.90.52,ATM,62,Retired,181,1,10862.99,2024-11-04 08:11:36,Vipal,Male,1947-08-12,2009-05-06,77,,,Kirana
TX000487,AC00148,1416.69,2011-01-01,Debit,"Washim , Maharashtra",D000418,219.98.242.240,ATM,46,Farmer,58,1,3740.73,2024-11-04 08:11:35,Addeep,Male,1966-01-13,2009-07-13,59,,,Crop/Seed seller
TX000295,AC00148,757.41,2012-01-01,Debit,"Gadchiroli , Maharashtra",D000383,125.89.163.224,ATM,22,Farmer,37,1,9532.42,2024-11-04 08:09:03,Lashree,Female,2000-10-06,2009-09-29,24,,,Crop/Seed seller
TX002164,AC00148,319.5,2012-12-31,Credit,"Wardha , Maharashtra",D000513,54.252.249.33,Branch,29,Labour,69,1,2366.3,2024-11-04 08:10:45,Mopriya,Female,1952-11-08,2009-01-13,72,,,Migration Help
TX000461,AC00148,8.98,2013-12-31,Debit,"Washim , Maharashtra",D000229,188.225.207.71,Online,66,Retired,56,1,4516.76,2024-11-04 08:10:53,Annita,Female,1947-07-22,2009-08-08,77,,,Kirana
TX000738,AC00149,1092.73,2010-01-01,Debit,"Nandurbar , Maharashtra",D000688,56.89.80.133,Branch,58,Farmer,11,1,1390.98,2024-11-04 08:07:50,Baesha,Female,1963-12-08,2009-06-09,61,,,Crop/Seed seller
TX002286,AC00149,69.43,2011-01-01,Debit,"Dhule , Maharashtra",D000472,134.247.5.188,ATM,30,Labour,162,1,9281.85,2024-11-04 08:08:31,Moika,Female,1950-09-11,2009-04-24,74,,,Migration Help
TX000093,AC00149,230.66,2012-01-01,Debit,"Washim , Maharashtra",D000526,60.43.160.195,Branch,21,Farmer,135,1,618.05,2024-11-04 08:10:44,Raan,Male,1958-06-17,2009-04-14,67,,,Crop/Seed seller
TX000182,AC00149,453.54,2012-12-31,Debit,"Nandurbar , Maharashtra",D000150,223.32.70.156,ATM,58,Farmer,82,1,12046.3,2024-11-04 08:12:06,Laesh,Male,1970-08-15,2009-08-21,54,,,Crop/Seed seller
TX000613,AC00149,35.73,2013-12-31,Debit,"Washim , Maharashtra",D000693,205.69.66.135,Branch,65,Retired,87,1,9073.17,2024-11-04 08:11:09,Laika,Female,1953-09-28,2009-05-13,71,,,Kirana
TX002289,AC00149,336.01,2014-12-31,Debit,"Parbhani , Maharashtra",D000216,16.250.113.156,Online,63,Retired,121,4,9938.2,2024-11-04 08:08:51,Sushree,Female,1943-11-08,2009-09-11,81,,,Kirana
TX002379,AC00150,199.02,2010-01-01,Debit,"Dhule , Maharashtra",D000535,98.255.160.110,ATM,22,Farmer,185,1,793.63,2024-11-04 08:08:22,Laesha,Female,1947-01-17,2009-11-11,78,,,Crop/Seed seller
TX002405,AC00150,470.62,2011-01-01,Debit,"Gadchiroli , Maharashtra",D000642,180.224.54.115,Branch,57,Labour,127,1,12470.62,2024-11-04 08:06:42,Vikshi,Female,1980-09-09,2009-10-14,44,,,Migration Help
TX000585,AC00150,992.17,2012-01-01,Debit,"Hingoli , Maharashtra",D000205,90.111.245.138,ATM,43,Farmer,169,1,6215.96,2024-11-04 08:12:19,Raraj,Male,1943-03-01,2009-04-21,82,,,Crop/Seed seller
TX002452,AC00150,195.8,2012-12-31,Debit,"Yavatmal, Maharashtra",D000511,82.75.200.117,Online,39,Labour,186,1,12027.68,2024-11-04 08:06:59,Raangi,Female,1969-07-01,2009-05-23,56,,,Migration Help
TX000011,AC00150,17.78,2013-12-31,Credit,"Nandurbar , Maharashtra",D000205,213.15.9.253,Online,52,Farmer,59,1,7599.52,2024-11-04 08:06:45,Kaesha,Female,1977-01-08,2009-04-04,48,,,Crop/Seed seller
TX001094,AC00150,122.63,2014-12-31,Debit,"Dhule , Maharashtra",D000112,219.193.239.152,Branch,21,Farmer,153,1,359.06,2024-11-04 08:10:10,Rodeep,Male,1993-11-07,2009-03-21,31,,,Crop/Seed seller
TX000608,AC00150,32.54,2015-12-31,Debit,"Yavatmal, Maharashtra",D000008,4.101.189.38,Online,25,Labour,183,4,1544.88,2024-11-04 08:07:01,Maesh,Male,1983-05-25,2009-09-18,42,,,Migration Help
TX001910,AC00151,301.47,2010-01-01,Debit,"Melghat , Maharashtra",D000030,36.13.239.172,Branch,21,Labour,291,1,560.73,2024-11-04 08:09:25,Ramita,Female,1997-11-27,2009-05-14,27,,,Migration Help
TX001242,AC00151,168.11,2011-01-01,Credit,"Dhule , Maharashtra",D000050,146.69.70.214,Online,51,Farmer,12,1,10652.13,2024-11-04 08:06:59,Rapriya,Female,1975-08-16,2009-03-27,49,,,Crop/Seed seller
TX001055,AC00151,382.07,2012-01-01,Credit,"Nandurbar , Maharashtra",D000318,21.97.154.92,Branch,62,Retired,147,1,10156.09,2024-11-04 08:08:17,Roesh,Male,1948-01-11,2009-10-05,77,,,Kirana
TX001747,AC00151,305.18,2012-12-31,Debit,"Gadchiroli , Maharashtra",D000699,93.146.251.20,Online,58,Farmer,216,1,4474.2,2024-11-04 08:08:22,Suvani,Female,1990-12-12,2009-09-28,34,,,Crop/Seed seller
TX001811,AC00152,613.21,2010-01-01,Debit,"Yavatmal, Maharashtra",D000614,69.160.14.157,ATM,61,Retired,157,1,3279.12,2024-11-04 08:10:22,Raram,Male,1971-03-06,2009-02-07,54,,,Kirana
TX000535,AC00152,227.22,2011-01-01,Debit,"Hingoli , Maharashtra",D000350,197.187.216.106,ATM,53,Farmer,220,1,832.82,2024-11-04 08:11:56,Laika,Female,1952-05-19,2009-07-28,73,,,Crop/Seed seller
TX001138,AC00152,99.52,2012-01-01,Debit,"Parbhani , Maharashtra",D000335,24.181.236.233,ATM,52,Labour,127,1,3798.09,2024-11-04 08:11:40,Ankshi,Female,1952-03-27,2009-03-24,73,,,Migration Help
TX002422,AC00152,29.92,2012-12-31,Credit,"Parbhani , Maharashtra",D000672,167.95.191.52,Online,68,Retired,63,1,7855.01,2024-11-04 08:10:15,Mepriya,Female,1973-03-16,2009-06-10,52,,,Kirana
TX000741,AC00153,381.62,2010-01-01,Debit,"Hingoli , Maharashtra",D000670,187.223.139.194,Online,64,Retired,164,1,6009.12,2024-11-04 08:11:46,Lamita,Female,1987-10-08,2009-07-01,37,,,Kirana
TX001252,AC00153,95.78,2011-01-01,Debit,"Dhule , Maharashtra",D000211,221.23.158.87,Online,22,Labour,27,1,271.64,2024-11-04 08:09:16,Suangi,Female,1983-02-06,2009-09-23,42,,,Migration Help
TX002362,AC00153,427.83,2012-01-01,Debit,"Yavatmal, Maharashtra",D000529,16.128.130.153,ATM,47,Labour,29,1,3293.06,2024-11-04 08:09:49,Suika,Female,1984-09-05,2009-08-06,40,,,Migration Help
TX000755,AC00153,84.34,2012-12-31,Debit,"Buldhana , Maharashtra",D000493,200.136.146.93,Online,58,Farmer,248,3,5313.97,2024-11-04 08:09:31,Annita,Female,1963-02-03,2009-10-30,62,,,Crop/Seed seller
TX001541,AC00153,89.5,2013-12-31,Credit,"Wardha , Maharashtra",D000014,166.79.195.157,Branch,41,Labour,134,1,8658.95,2024-11-04 08:09:01,Saraj,Male,1975-06-01,2009-01-03,50,,,Migration Help
TX001836,AC00153,256.34,2014-12-31,Debit,"Gadchiroli , Maharashtra",D000383,89.18.54.235,Branch,69,Retired,99,1,7471.63,2024-11-04 08:07:03,Baangi,Female,1955-10-12,2009-03-05,69,,,Kirana
TX000512,AC00153,1116.48,2015-12-31,Debit,"Dhule , Maharashtra",D000633,164.75.163.220,ATM,51,Labour,55,1,447.53,2024-11-04 08:11:35,Baangi,Female,1945-09-13,2009-11-01,79,,,Migration Help
TX001086,AC00154,7.82,2010-01-01,Debit,"Parbhani , Maharashtra",D000063,40.45.69.120,ATM,36,Labour,273,1,2240.49,2024-11-04 08:09:35,Laangi,Female,1999-10-24,2009-06-25,25,,,Migration Help
TX001849,AC00154,371.86,2011-01-01,Debit,"Nandurbar , Maharashtra",D000147,41.110.46.150,ATM,46,Farmer,91,1,1329.45,2024-11-04 08:08:19,Moesh,Male,1988-03-03,2009-11-29,37,,,Crop/Seed seller
TX000110,AC00154,143.03,2012-01-01,Debit,"Buldhana , Maharashtra",D000469,197.162.55.147,ATM,63,Retired,147,1,7981.45,2024-11-04 08:10:42,Dishree,Female,1946-04-06,2009-11-13,79,,,Kirana
TX001644,AC00154,12.94,2012-12-31,Debit,"Wardha , Maharashtra",D000364,114.115.12.20,Branch,23,Labour,158,1,921.23,2024-11-04 08:10:32,Annita,Female,1981-11-04,2009-05-08,43,,,Migration Help
TX000757,AC00154,333.78,2013-12-31,Debit,"Dhule , Maharashtra",D000444,49.31.186.82,ATM,60,Farmer,98,1,6810.94,2024-11-04 08:07:50,Maveer,Male,1971-05-21,2009-05-04,54,,,Crop/Seed seller
TX001751,AC00155,607.28,2010-01-01,Debit,"Dhule , Maharashtra",D000376,131.41.45.13,ATM,32,Labour,84,1,9679.68,2024-11-04 08:10:16,Deraj,Male,2002-06-03,2009-01-31,23,,,Migration Help
TX002413,AC00155,91.5,2011-01-01,Debit,"Gadchiroli , Maharashtra",D000113,168.128.200.203,ATM,47,Labour,77,1,667.66,2024-11-04 08:07:56,Raesh,Male,1992-10-16,2009-01-28,32,,,Migration Help
TX001705,AC00155,148.77,2012-01-01,Debit,"Nandurbar , Maharashtra",D000179,140.94.123.72,Branch,67,Retired,175,1,2138.42,2024-11-04 08:11:51,Sumita,Female,1956-03-06,2009-01-15,69,,,Kirana
TX001640,AC00155,320.93,2012-12-31,Debit,"Buldhana , Maharashtra",D000268,115.241.186.164,Online,55,Labour,178,1,9451.66,2024-11-04 08:10:27,Memita,Female,1984-02-03,2009-04-29,41,,,Migration Help
TX002304,AC00155,381.52,2013-12-31,Debit,"Dhule , Maharashtra",D000306,188.124.181.12,Online,36,Labour,79,1,5798.92,2024-11-04 08:11:07,Mekshi,Female,1956-08-04,2009-07-04,68,,,Migration Help
TX002158,AC00155,207.2,2014-12-31,Debit,"Gadchiroli , Maharashtra",D000604,214.247.164.80,Online,60,Farmer,133,1,8092.94,2024-11-04 08:06:23,Deveer,Male,1971-03-12,2009-04-09,54,,,Crop/Seed seller
TX001649,AC00157,150.6,2010-01-01,Debit,"Washim , Maharashtra",D000339,7.146.35.122,ATM,69,Retired,59,1,3240.14,2024-11-04 08:07:30,Addeep,Male,1960-07-03,2009-01-22,65,,,Kirana
TX002155,AC00157,481.53,2011-01-01,Debit,"Gadchiroli , Maharashtra",D000142,221.169.49.152,Branch,58,Labour,277,1,6142.54,2024-11-04 08:11:54,Anpriya,Female,1974-01-06,2009-09-05,51,,,Migration Help
TX000940,AC00157,214.73,2012-01-01,Credit,"Nandurbar , Maharashtra",D000104,57.166.147.242,ATM,46,Labour,26,1,5368.42,2024-11-04 08:07:39,Viveer,Male,1984-11-26,2009-02-22,40,,,Migration Help
TX001410,AC00157,102.81,2012-12-31,Debit,"Nandurbar , Maharashtra",D000076,21.28.32.1,Branch,76,Retired,47,1,3228.87,2024-11-04 08:08:07,Shdeep,Male,1963-08-27,2009-03-21,61,,,Kirana
TX001099,AC00157,299.42,2013-12-31,Credit,"Wardha , Maharashtra",D000516,133.63.96.21,Branch,63,Retired,53,1,4735.41,2024-11-04 08:09:38,Suika,Female,1979-08-08,2009-05-13,45,,,Kirana
TX001338,AC00158,393.92,2010-01-01,Debit,"Nandurbar , Maharashtra",D000504,141.169.67.34,Branch,72,Retired,47,1,7318.64,2024-11-04 08:12:07,Ranita,Female,1998-06-01,2009-05-12,27,,,Kirana
TX000553,AC00158,245.93,2011-01-01,Debit,"Yavatmal, Maharashtra",D000096,219.98.242.240,Branch,54,Labour,172,1,7986.63,2024-11-04 08:11:58,Rapal,Male,1961-04-01,2009-11-03,64,,,Migration Help
TX002071,AC00158,446.83,2012-01-01,Credit,"Parbhani , Maharashtra",D000378,77.92.193.22,Branch,55,Farmer,143,1,1623.5,2024-11-04 08:09:33,Kavani,Female,2005-05-14,2009-11-30,20,,,Crop/Seed seller
TX001065,AC00158,191.62,2012-12-31,Debit,"Buldhana , Maharashtra",D000663,165.114.224.47,Branch,63,Retired,51,1,1981.67,2024-11-04 08:07:04,Vian,Male,1973-08-07,2009-03-14,51,,,Kirana
TX001227,AC00158,775.6,2013-12-31,Credit,"Wardha , Maharashtra",D000627,73.108.76.238,Branch,79,Retired,158,1,3898.64,2024-11-04 08:08:12,Moesh,Male,1945-06-05,2009-08-04,80,,,Kirana
TX000961,AC00158,104.23,2014-12-31,Credit,"Hingoli , Maharashtra",D000621,11.188.75.155,Online,63,Retired,108,1,5009.29,2024-11-04 08:09:45,Movani,Female,1967-10-28,2009-03-21,57,,,Kirana
TX002371,AC00158,196.49,2015-12-31,Debit,"Gadchiroli , Maharashtra",D000342,139.23.212.102,Branch,41,Farmer,65,1,7516.56,2024-11-04 08:09:30,Ranath,Male,1953-08-16,2009-06-30,71,,,Crop/Seed seller
TX000051,AC00159,425.34,2010-01-01,Credit,"Yavatmal, Maharashtra",D000661,139.23.212.102,Online,69,Retired,121,1,3907.54,2024-11-04 08:07:07,Rakshi,Female,1984-05-08,2009-10-20,41,,,Kirana
TX002185,AC00159,230.51,2011-01-01,Credit,"Gadchiroli , Maharashtra",D000599,42.219.228.159,Branch,51,Farmer,56,1,9522.37,2024-11-04 08:10:49,Banita,Female,1981-01-12,2009-02-14,44,,,Crop/Seed seller
TX000288,AC00159,151.19,2012-01-01,Credit,"Hingoli , Maharashtra",D000658,217.233.219.196,Branch,37,Labour,96,1,11903.82,2024-11-04 08:11:16,Meesha,Female,1950-12-15,2009-01-29,74,,,Migration Help
TX000743,AC00159,29.22,2012-12-31,Debit,"Buldhana , Maharashtra",D000432,44.67.137.125,ATM,24,Labour,151,1,1649.43,2024-11-04 08:09:03,Vipal,Male,1980-05-14,2009-09-29,45,,,Migration Help
TX000988,AC00159,187.88,2013-12-31,Debit,"Yavatmal, Maharashtra",D000034,189.198.67.252,ATM,60,Farmer,180,1,2154.58,2024-11-04 08:10:56,Manath,Male,1959-10-23,2009-10-24,65,,,Crop/Seed seller
TX000931,AC00160,757.1,2010-01-01,Debit,"Wardha , Maharashtra",D000667,14.200.197.126,Branch,65,Retired,203,1,10553.23,2024-11-04 08:11:06,Kamita,Female,1970-03-11,2009-10-27,55,,,Kirana
TX001233,AC00160,269.79,2011-01-01,Debit,"Gadchiroli , Maharashtra",D000202,82.115.199.37,ATM,52,Farmer,17,1,1292.1,2024-11-04 08:07:59,Lakshi,Female,1999-03-22,2009-03-29,26,,,Crop/Seed seller
TX001787,AC00162,33.76,2010-01-01,Debit,"Gadchiroli , Maharashtra",D000311,122.94.26.104,Online,26,Labour,227,1,3253.51,2024-11-04 08:08:48,Saram,Male,1951-10-28,2009-10-30,73,,,Migration Help
TX001455,AC00162,55.99,2011-01-01,Debit,"Nandurbar , Maharashtra",D000525,215.97.143.157,ATM,35,Labour,95,1,932.61,2024-11-04 08:07:20,Suesha,Female,1957-09-17,2009-08-21,67,,,Migration Help
TX000143,AC00163,227.14,2010-01-01,Debit,"Wardha , Maharashtra",D000439,197.162.55.147,ATM,18,Labour,294,1,341.94,2024-11-04 08:11:34,Roan,Male,1943-02-19,2009-11-27,82,,,Migration Help
TX001546,AC00163,388.77,2011-01-01,Credit,"Yavatmal, Maharashtra",D000215,49.20.211.229,Online,26,Farmer,30,1,1658.49,2024-11-04 08:11:05,Vikar,Male,1957-11-11,2009-06-29,67,,,Crop/Seed seller
